Date,Fallacy,Label,Subcategory,Context,full_sentence,long_fallacy
1996,our nation's drug czar,AppealtoEmotion,Loaded Language,"Let me tell you what I tried to do about it. I appointed a four - star general who led our efforts south of the border to keep drugs from coming into the country as our nation's drug czar. The most heavily directed, decorated solder in uniform when he retired.",I appointed a four - star general who led our efforts south of the border to keep drugs from coming into the country as our nation's drug czar.,I appointed a four - star general who led our efforts south of the border to keep drugs from coming into the country as our nation's drug czar.
1984,And he has a record of weakness with regard to our national defense that is second to none.,AppealtoEmotion,Loaded Language,"[Laughter] He was against the F - 14 fighter, he was against the M - 1 tank, he was against the B - 1 bomber, he wanted to cut the salary of all of the military, he wanted to bring home half of the American forces in Europe. And he has a record of weakness with regard to our national defense that is second to none. Indeed, he was on that side virtually throughout all his years in the Senate.",And he has a record of weakness with regard to our national defense that is second to none.,And he has a record of weakness with regard to our national defense that is second to none.
2016,I don't think General Douglas MacArthur would like that too much.,AppealtoAuthority,False Authority,"She tells you how to fight ISIS on her website. I don't think General Douglas MacArthur would like that too much. Well, at least I have a plan to fight ISIS.",I don't think General Douglas MacArthur would like that too much.,I don't think General Douglas MacArthur would like that too much.
2000,"They are historic, they are strong, and they are enduring.",AppealtoEmotion,Flag waving,"Our bonds with Israel are larger than agreements or disagreements on some details of diplomatic initiatives. They are historic, they are strong, and they are enduring. And our ability to serve as an honest broker is something that we need to shepherd.","They are historic, they are strong, and they are enduring.","They are historic, they are strong, and they are enduring."
2004,"But I can't take what is an article of faith for me and legislate it for someone who doesn't share that article of faith, whether they be agnostic, atheist, Jew, Protestant, whatever. I can't do that.",AppealtoEmotion,Flag waving,"It helped lead me through a war, leads me today. But I can't take what is an article of faith for me and legislate it for someone who doesn't share that article of faith, whether they be agnostic, atheist, Jew, Protestant, whatever. I can't do that. But I can counsel people.","But I can't take what is an article of faith for me and legislate it for someone who doesn't share that article of faith, whether they be agnostic, atheist, Jew, Protestant, whatever.","But I can't take what is an article of faith for me and legislate it for someone who doesn't share that article of faith, whether they be agnostic, atheist, Jew, Protestant, whatever. I can't do that."
2004,"And I think if you were to talk to Dick Cheney's daughter, who is a lesbian, she would tell you that she's being who she was, she's being who she was born as.",AppealtoAuthority,False Authority,"We're all God's children, Bob. And I think if you were to talk to Dick Cheney's daughter, who is a lesbian, she would tell you that she's being who she was, she's being who she was born as. I think if you talk to anybody, it's not choice.","And I think if you were to talk to Dick Cheney's daughter, who is a lesbian, she would tell you that she's being who she was, she's being who she was born as.","And I think if you were to talk to Dick Cheney's daughter, who is a lesbian, she would tell you that she's being who she was, she's being who she was born as."
1980,this ridiculous proposal,AppealtoEmotion,Loaded Language,"Governor Reagan's proposal, the Reagan - Kemp - Roth proposal, is one of the most highly inflationary ideas that ever has been presented to the American public. He would actually have to cut Government spending by at least $130 billion in order to balance the budget under this ridiculous proposal. I notice that his task force that is working for his future plans had some of their ideas revealed in The Wall Street Journal this week.",He would actually have to cut Government spending by at least $130 billion in order to balance the budget under this ridiculous proposal.,He would actually have to cut Government spending by at least $130 billion in order to balance the budget under this ridiculous proposal.
1960,"When you are proud and confident of your strength, you do not get down to the level of Mr. Khrushchev and his colleagues.",AppealtoEmotion,Appeal to pity,"Firmness but no belligerence, and by no belligerence I mean that we do not answer insult by insult. When you are proud and confident of your strength, you do not get down to the level of Mr. Khrushchev and his colleagues. And that example that President Eisenhower has set we will continue to follow.","When you are proud and confident of your strength, you do not get down to the level of Mr. Khrushchev and his colleagues.","When you are proud and confident of your strength, you do not get down to the level of Mr. Khrushchev and his colleagues."
2008,"Senator Obama doesn't want a free trade agreement with our best ally in the region but wants to sit down across the table without precondition to -- with Hugo Chavez, the guy who has been helping FARC, the terrorist organization.",AppealtoAuthority,Without Evidence,"If we can get that right, then we can move in a direction not only of energy independence, but we can create 5 million new jobs all across America, including in the heartland where we can retool some of these plants to make these highly fuel - efficient cars and also to make wind turbines and solar panels, the kinds of clean energy approaches that should be the driver of our economy for the next century. Well, let me just said that that this is -- he -- Senator Obama doesn't want a free trade agreement with our best ally in the region but wants to sit down across the table without precondition to -- with Hugo Chavez, the guy who has been helping FARC, the terrorist organization. Free trade between ourselves and Colombia, I just recited to you the benefits of concluding that agreement, a billion dollars of American dollars that could have gone to creating jobs and businesses in the United States, opening up those markets.","Well, let me just said that that this is -- he -- Senator Obama doesn't want a free trade agreement with our best ally in the region but wants to sit down across the table without precondition to -- with Hugo Chavez, the guy who has been helping FARC, the terrorist organization.","Well, let me just said that that this is -- he -- Senator Obama doesn't want a free trade agreement with our best ally in the region but wants to sit down across the table without precondition to -- with Hugo Chavez, the guy who has been helping FARC, the terrorist organization."
2016,disaster,AppealtoEmotion,Loaded Language,"We invested in a solar company, our country. That was a disaster. They lost plenty of money on that one.",That was a disaster.,That was a disaster.
1992,I am here because I have in my brain and in my heart what it takes to lead America through tough times.,AppealtoEmotion,Flag waving,Why am I here tonight? I am here because I have in my brain and in my heart what it takes to lead America through tough times.,I am here because I have in my brain and in my heart what it takes to lead America through tough times.,I am here because I have in my brain and in my heart what it takes to lead America through tough times.
1976,"We've lost in our foreign policy, the character of the American people.",AppealtoEmotion,Flag waving,"We can only be strong overseas if we're strong at home; and when I became president we'll not only be strong in those areas but also in defense - a defense capability second to none. We've lost in our foreign policy, the character of the American people. We've uh - ignored or excluded the American people and the Congress from participation in the shaping of our foreign policy.","We've lost in our foreign policy, the character of the American people.","We've lost in our foreign policy, the character of the American people."
2000,"It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever.",AppealtoEmotion,Loaded Language,"Traditionally, if you've been involved in a campaign like that, you know that the parents with kids in school are the ones that turn out and vote. It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever. More than 90% of America's children go to public schools.","It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever.","It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever."
1980,the great people of this country,AppealtoEmotion,Loaded Language,"I would like to have a crusade today, and I would like to lead that crusade with your help. And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great. Thank you.","And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great.","And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great."
1992,"This election is about the future of our country, not about personal attacks against one candidate or another.",AppealtoEmotion,Flag waving,"But that is a question that is a valid one, and you know, I would like to brag about the character of my boss. This election is about the future of our country, not about personal attacks against one candidate or another. Our nation is in trouble and it is appalling to me that with 10 million Americans out work, with the rest working harder for less money than they did 4 years ago, with the loss of 1.4 million manufacturing jobs in our nation, with the health care crisis, a crisis of crime and drugs and AIDS, substandard education, that George Bush would constantly try to level personal attacks at his opponent.","This election is about the future of our country, not about personal attacks against one candidate or another.","This election is about the future of our country, not about personal attacks against one candidate or another."
1992,And in our country we have evolved to a point where we've put millions of innocent people in jail because you go to the poor neighborhoods and they've put bars on their windows and bars on their doors and put themselves in jail to protect the things that they acquired legitimately.,AppealtoEmotion,Appeal to pity,"Now, what it really boils down to is can you live -- we become so preoccupied with the rights of the criminal that we've forgotten the rights of the innocent. And in our country we have evolved to a point where we've put millions of innocent people in jail because you go to the poor neighborhoods and they've put bars on their windows and bars on their doors and put themselves in jail to protect the things that they acquired legitimately. That's where we are.",And in our country we have evolved to a point where we've put millions of innocent people in jail because you go to the poor neighborhoods and they've put bars on their windows and bars on their doors and put themselves in jail to protect the things that they acquired legitimately.,And in our country we have evolved to a point where we've put millions of innocent people in jail because you go to the poor neighborhoods and they've put bars on their windows and bars on their doors and put themselves in jail to protect the things that they acquired legitimately.
2016,stealing,AppealtoEmotion,Loaded Language,"And I look very, very much forward to doing it. We have to renegotiate our trade deals, and we have to stop these countries from stealing our companies and our jobs. Well, I think that trade is an important issue.","We have to renegotiate our trade deals, and we have to stop these countries from stealing our companies and our jobs.","We have to renegotiate our trade deals, and we have to stop these countries from stealing our companies and our jobs."
1992,these deadly tenements,AppealtoEmotion,Loaded Language,"But here's something that we can take great pride in because it really does get to what you're talking about. Our home initiative -- our home ownership initiative -- HOPE -- that passed the Congress is a good start for having people own their own homes instead of living in these deadly tenements. Our enterprise zones, that we hear a lot of lip service about in Congress, would bring jobs into the inner city.",Our home initiative -- our home ownership initiative -- HOPE -- that passed the Congress is a good start for having people own their own homes instead of living in these deadly tenements.,Our home initiative -- our home ownership initiative -- HOPE -- that passed the Congress is a good start for having people own their own homes instead of living in these deadly tenements.
1988,the most agonizing decisions,AppealtoEmotion,Loaded Language,"Peter, it's one of the most agonizing decisions a president has to make. These are American citizens, we care deeply about them.","These are American citizens, we care deeply about them.","These are American citizens, we care deeply about them."
2008,this stubbornness,AppealtoEmotion,Loaded Language,"There are some advantages to experience, and knowledge, and judgment. And I -- and I honestly don't believe that Senator Obama has the knowledge or experience and has made the wrong judgments in a number of areas, including his initial reaction to Russian invasion -- aggression in Georgia, to his -- you know, we've seen this stubbornness before in this administration to cling to a belief that somehow the surge has not succeeded and failing to acknowledge that he was wrong about the surge is -- shows to me that we -- that -- that we need more flexibility in a president of the United States than that. As far as our other issues that he brought up are concerned, I know the veterans.","And I -- and I honestly don't believe that Senator Obama has the knowledge or experience and has made the wrong judgments in a number of areas, including his initial reaction to Russian invasion -- aggression in Georgia, to his -- you know, we've seen this stubbornness before in this administration to cling to a belief that somehow the surge has not succeeded and failing to acknowledge that he was wrong about the surge is -- shows to me that we -- that -- that we need more flexibility in a president of the United States than that.","And I -- and I honestly don't believe that Senator Obama has the knowledge or experience and has made the wrong judgments in a number of areas, including his initial reaction to Russian invasion -- aggression in Georgia, to his -- you know, we've seen this stubbornness before in this administration to cling to a belief that somehow the surge has not succeeded and failing to acknowledge that he was wrong about the surge is -- shows to me that we -- that -- that we need more flexibility in a president of the United States than that."
1960,"Well, all that I can suggest is that all the experts who have studied the program indicate that it is the most fantastic program, the worst program, insofar as its effect on the farmers, that the - America has ever had foisted upon it in an election year or any other time.",AppealtoAuthority,Without Evidence,"He also indicates as far as his agricultural program is concerned that he feels it will cost less than ours. Well, all that I can suggest is that all the experts who have studied the program indicate that it is the most fantastic program, the worst program, insofar as its effect on the farmers, that the - America has ever had foisted upon it in an election year or any other time. And I would also point out that Senator Kennedy left out a part of the cost of that program - a twenty - five percent rise in food prices that the people would have to pay.","Well, all that I can suggest is that all the experts who have studied the program indicate that it is the most fantastic program, the worst program, insofar as its effect on the farmers, that the - America has ever had foisted upon it in an election year or any other time.","Well, all that I can suggest is that all the experts who have studied the program indicate that it is the most fantastic program, the worst program, insofar as its effect on the farmers, that the - America has ever had foisted upon it in an election year or any other time."
2000,"I had a friend a while ago who works in the government, works at the White House, African - American, stopped, surrounded by police for no other cause that anyone can determine than the color of his skin. That can't be in America anymore.",AppealtoEmotion,Flag waving,"And our values are violently contradicted by the kind of racial profiling that I know exists. I had a friend a while ago who works in the government, works at the White House, African - American, stopped, surrounded by police for no other cause that anyone can determine than the color of his skin. That can't be in America anymore. Bernie, I would like to answer your question to the best of my ability, but I don't think I can understand fully what it would be like.","I had a friend a while ago who works in the government, works at the White House, African - American, stopped, surrounded by police for no other cause that anyone can determine than the color of his skin.","I had a friend a while ago who works in the government, works at the White House, African - American, stopped, surrounded by police for no other cause that anyone can determine than the color of his skin. That can't be in America anymore."
1960,I would say that the people now have the opportunity to evaluate his as against mine and I think both he and I are going to abide by whatever the people decide.,AppealtoAuthority,Appeal to popular opinion,"His has been in the legislative branch. I would say that the people now have the opportunity to evaluate his as against mine and I think both he and I are going to abide by whatever the people decide. Well, I'll just say that the question is of experience and the question also is uh - what our judgment is of the future, and what our goals are for the United States, and what ability we have to implement those goals.",I would say that the people now have the opportunity to evaluate his as against mine and I think both he and I are going to abide by whatever the people decide.,I would say that the people now have the opportunity to evaluate his as against mine and I think both he and I are going to abide by whatever the people decide.
1980,dangerous,AppealtoEmotion,Loaded Language,"This has already passed the House, and it has an excellent prospect to pass the Senate. Mr. Ellis, I think this idea that has been spawned here in our country that inflation somehow came upon us like a plague and therefore it's uncontrollable and no one can do anything about it, is entirely spurious and it's dangerous to say this to the people. When Mr. Carter became President, inflation was 4.8%, as you said.","Mr. Ellis, I think this idea that has been spawned here in our country that inflation somehow came upon us like a plague and therefore it's uncontrollable and no one can do anything about it, is entirely spurious and it's dangerous to say this to the people.","Mr. Ellis, I think this idea that has been spawned here in our country that inflation somehow came upon us like a plague and therefore it's uncontrollable and no one can do anything about it, is entirely spurious and it's dangerous to say this to the people."
2000,I thought the President did the right thing with Mexico and was very strongly supportive of the administration in Mexico.,AppealtoEmotion,Loaded Language,It needs to be available for emergency situations. I thought the President did the right thing with Mexico and was very strongly supportive of the administration in Mexico. But I don't think the IMF ought to be a stop loss for people who ought to be able to evaluate risks themselves.,I thought the President did the right thing with Mexico and was very strongly supportive of the administration in Mexico.,I thought the President did the right thing with Mexico and was very strongly supportive of the administration in Mexico.
2016,Horribly wounded.,AppealtoEmotion,Loaded Language,"As an example, in San Bernardino, many people saw the bombs all over the apartment of the two people that killed 14 and wounded many, many people. Horribly wounded. They’ll never be the same.",Horribly wounded.,Horribly wounded.
1996,"Now, remember, folks, even Senator Dole's campaign co - chair here, Senator D'Amato, says he's got to cut Medicare to pay for this.",AppealtoAuthority,Without Evidence,"Those plans are better than this $550 billion tax scheme. Now, remember, folks, even Senator Dole's campaign co - chair here, Senator D'Amato, says he's got to cut Medicare to pay for this. Everybody who's looked at it, 500 economists, seven Nobel prize winners, say it's bad for the economy.","Now, remember, folks, even Senator Dole's campaign co - chair here, Senator D'Amato, says he's got to cut Medicare to pay for this.","Now, remember, folks, even Senator Dole's campaign co - chair here, Senator D'Amato, says he's got to cut Medicare to pay for this."
1996,"But I believe America is the greatest country in human history because we have maintained freedom and increasing prosperity by relentlessly pushing the barriers of knowledge, the barriers of the present, always moving into the future.",AppealtoEmotion,Flag waving,"He's troubled, as I am, by some of the things that go on today. But I believe America is the greatest country in human history because we have maintained freedom and increasing prosperity by relentlessly pushing the barriers of knowledge, the barriers of the present, always moving into the future. That's why when I became President I was determined to kind of move beyond this whole stale debate that had gone on in Washington for too long to get this country moving again.","But I believe America is the greatest country in human history because we have maintained freedom and increasing prosperity by relentlessly pushing the barriers of knowledge, the barriers of the present, always moving into the future.","But I believe America is the greatest country in human history because we have maintained freedom and increasing prosperity by relentlessly pushing the barriers of knowledge, the barriers of the present, always moving into the future."
1996,gruesome practice,AppealtoEmotion,Loaded Language,"And to think that in this country, for every three births, there is one abortion. But even worse than that, as ugly as that might be -- and I know it's a tragedy to many people both on the pro - choice and pro - life position -- we have a President who vetoed a congressional ban on the ugly and gruesome practice of snatching life away from a child just moments before he or she enters the world. That is unacceptable.","But even worse than that, as ugly as that might be -- and I know it's a tragedy to many people both on the pro - choice and pro - life position -- we have a President who vetoed a congressional ban on the ugly and gruesome practice of snatching life away from a child just moments before he or she enters the world.","But even worse than that, as ugly as that might be -- and I know it's a tragedy to many people both on the pro - choice and pro - life position -- we have a President who vetoed a congressional ban on the ugly and gruesome practice of snatching life away from a child just moments before he or she enters the world."
2000,"But it's very important that we not overstep our bounds and I think most people -- most police officers are good, dedicated, honorable citizens who are doing their job, putting their lives at risk who aren't bigoted or aren't prejudiced.",AppealtoEmotion,Loaded Language,"I believe in local control of governments, and obviously if they don't there needs to be a consequence at the federal level. But it's very important that we not overstep our bounds and I think most people -- most police officers are good, dedicated, honorable citizens who are doing their job, putting their lives at risk who aren't bigoted or aren't prejudiced. I don't think they ought to be held guilty.","But it's very important that we not overstep our bounds and I think most people -- most police officers are good, dedicated, honorable citizens who are doing their job, putting their lives at risk who aren't bigoted or aren't prejudiced.","But it's very important that we not overstep our bounds and I think most people -- most police officers are good, dedicated, honorable citizens who are doing their job, putting their lives at risk who aren't bigoted or aren't prejudiced."
1992,an unfair fight,AppealtoEmotion,Loaded Language,"I favor strict controls on how much you can spend running for Congress, strict limits on political action committees, requirements that people running for Congress appear in open public debates like we're doing now. If you did that you could take away the incumbents' advantage because challengers like me would have a chance to run against incumbents like him for House races and Senate races, and then the voters could make up their own mind without being subject to an unfair fight. So that's how I feel about it, and I think if we had the right kind of campaign reform, we'd get the changes you want.","If you did that you could take away the incumbents' advantage because challengers like me would have a chance to run against incumbents like him for House races and Senate races, and then the voters could make up their own mind without being subject to an unfair fight.","If you did that you could take away the incumbents' advantage because challengers like me would have a chance to run against incumbents like him for House races and Senate races, and then the voters could make up their own mind without being subject to an unfair fight."
1960,This is a difficult and sensitive matter.,AppealtoEmotion,Loaded Language,"He can provide an injunction if there's a national emergency for eighty days, then the strike can go on; and there are no other powers or actions that the president could take unless he went to the Congress. This is a difficult and sensitive matter. But to state my view precisely, the president should have a variety of things he could do.",This is a difficult and sensitive matter.,This is a difficult and sensitive matter.
1996,"It's his trustees, the President's trustees, not mine, who says it's going to go broke.",AppealtoAuthority,Without Evidence,"I've had the best healthcare from government hospitals, Army hospitals and I know its importance, but we've got to fix it. It's his trustees, the President's trustees, not mine, who says it's going to go broke. He doesn't fix it for ten years.","It's his trustees, the President's trustees, not mine, who says it's going to go broke.","It's his trustees, the President's trustees, not mine, who says it's going to go broke."
1960,"Is, as Mr. Nixon says, our prestige at an all - time high, as he said a week ago, and that of the Communists at an all - time low? I don't believe it is. I don't believe that our relative strength is increasing.",AppealtoAuthority,False Authority,"Is our relative strength growing? Is, as Mr. Nixon says, our prestige at an all - time high, as he said a week ago, and that of the Communists at an all - time low? I don't believe it is. I don't believe that our relative strength is increasing. And I say that not as the Democratic standard - bearer, but as a citizen of the United States who is concerned about the United States.","Is, as Mr. Nixon says, our prestige at an all - time high, as he said a week ago, and that of the Communists at an all - time low?","Is, as Mr. Nixon says, our prestige at an all - time high, as he said a week ago, and that of the Communists at an all - time low? I don't believe it is. I don't believe that our relative strength is increasing."
2000,think it's a cynicism in Washington and it doesn't have to be that way.,AppealtoEmotion,Loaded Language,"I think it's the attitude. I think it's a cynicism in Washington and it doesn't have to be that way. Before I decided to run, I had to resolve two issues in my mind.",I think it's a cynicism in Washington and it doesn't have to be that way.,I think it's a cynicism in Washington and it doesn't have to be that way.
1980,"I notice that Governor Reagan recently mentioned the Reagan - Kemp - Roth proposal. which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate. And Business Week, which is not a Democratic publication, said that this Reagan - Kemp - Roth proposal - and I quote them, I think - was completely irresponsible and would result in inflationary pressures which would destroy this nation.",AppealtoAuthority,Without Evidence,"The most recent figures, the last three months, on the third quarter of this year, the inflation rate is 7% - still too high, but it illustrates very vividly that in addition to providing an enormous number of jobs - nine million new jobs in the last three and a half years - that the inflationary threat is still urgent on us. I notice that Governor Reagan recently mentioned the Reagan - Kemp - Roth proposal. which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate. And Business Week, which is not a Democratic publication, said that this Reagan - Kemp - Roth proposal - and I quote them, I think - was completely irresponsible and would result in inflationary pressures which would destroy this nation. So our proposals are very sound and very carefully considered to stimulate jobs, to improve the industrial complex of this country, to create tools for American workers, and at the same time would be anti - inflationary in nature.",I notice that Governor Reagan recently mentioned the Reagan - Kemp - Roth proposal.,"I notice that Governor Reagan recently mentioned the Reagan - Kemp - Roth proposal. which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate. And Business Week, which is not a Democratic publication, said that this Reagan - Kemp - Roth proposal - and I quote them, I think - was completely irresponsible and would result in inflationary pressures which would destroy this nation."
1976,"Will it be a nightmare world threatened with the proliferation of atomic bombs, not just in five major countries but dozens of smaller countries that have been permitted to develop atomic weapons because of a failure of our top leadership to stop proliferation? Will we have a world of hunger and - and hatred, and will we be living in an armed camp stripped of our friendship and allies hiding behind a tight defense that's been drawn in around us because we are fearful of the outside world?",AppealtoEmotion,Appeal to fear,"This election will also determine what kind of world we leave our children. Will it be a nightmare world threatened with the proliferation of atomic bombs, not just in five major countries but dozens of smaller countries that have been permitted to develop atomic weapons because of a failure of our top leadership to stop proliferation? Will we have a world of hunger and - and hatred, and will we be living in an armed camp stripped of our friendship and allies hiding behind a tight defense that's been drawn in around us because we are fearful of the outside world? Will we have a government of secrecy that excludes the American people from participation in making basic decisions and therefore covers up mistakes and makes it possible for our government - our government - to depart from the principles of our Constitution and Bill of Rights?","Will it be a nightmare world threatened with the proliferation of atomic bombs, not just in five major countries but dozens of smaller countries that have been permitted to develop atomic weapons because of a failure of our top leadership to stop proliferation?","Will it be a nightmare world threatened with the proliferation of atomic bombs, not just in five major countries but dozens of smaller countries that have been permitted to develop atomic weapons because of a failure of our top leadership to stop proliferation? Will we have a world of hunger and - and hatred, and will we be living in an armed camp stripped of our friendship and allies hiding behind a tight defense that's been drawn in around us because we are fearful of the outside world?"
1996,that polluters,AppealtoEmotion,Loaded Language,"Make no mistake about it, though, there are those who would like to go much further. Some have even proposed and this bill he cites would do it, that polluters ought to be paid if they agree to stop dumping poisons into the river. The pay polluters provision is wrong.","Some have even proposed and this bill he cites would do it, that polluters ought to be paid if they agree to stop dumping poisons into the river.","Some have even proposed and this bill he cites would do it, that polluters ought to be paid if they agree to stop dumping poisons into the river."
1976,"If we can just tap the intelligence and ability, the sound common sense and the good judgment of the American people, we can once again have a foreign policy to make us proud instead of ashamed.",AppealtoAuthority,Appeal to popular opinion,"Every time we've made a serious mistake in foreign affairs, it's been because the American people have been excluded from the process. If we can just tap the intelligence and ability, the sound common sense and the good judgment of the American people, we can once again have a foreign policy to make us proud instead of ashamed. And I'm not gonna exclude the American people from that process in the future, as Mr. Ford and Kissinger have done.","If we can just tap the intelligence and ability, the sound common sense and the good judgment of the American people, we can once again have a foreign policy to make us proud instead of ashamed.","If we can just tap the intelligence and ability, the sound common sense and the good judgment of the American people, we can once again have a foreign policy to make us proud instead of ashamed."
1992,This issue is an issue that divides Americans deeply.,AppealtoEmotion,Flag waving,Can you say that? This issue is an issue that divides Americans deeply. I happen to be pro - life.,This issue is an issue that divides Americans deeply.,This issue is an issue that divides Americans deeply.
2016,great distress,AppealtoEmotion,Loaded Language,We are a country founded on religious freedom and liberty. How do we do what he has advocated without causing great distress within our own county? Are we going to have religious tests when people fly into our country?,How do we do what he has advocated without causing great distress within our own county?,How do we do what he has advocated without causing great distress within our own county?
1976,"I think the greatest thing that ever happened to the South was the passage of the Civil Rights Act and the opening up of opportunities - uh to black people - the chance to vote, to hold a job, to buy a house, to go to school, and to participate in public affairs.",AppealtoEmotion,Flag waving,"There was a time when there was hope for those who uh - were poor and downtrodden and who were - uh elderly or who were - uh ill or who were in minority groups, but that time has been gone. I think the greatest thing that ever happened to the South was the passage of the Civil Rights Act and the opening up of opportunities - uh to black people - the chance to vote, to hold a job, to buy a house, to go to school, and to participate in public affairs. It not only liberated - uh black people but it also liberated the whites.","I think the greatest thing that ever happened to the South was the passage of the Civil Rights Act and the opening up of opportunities - uh to black people - the chance to vote, to hold a job, to buy a house, to go to school, and to participate in public affairs.","I think the greatest thing that ever happened to the South was the passage of the Civil Rights Act and the opening up of opportunities - uh to black people - the chance to vote, to hold a job, to buy a house, to go to school, and to participate in public affairs."
1988,"We need a strong, credible, effective nuclear deterrent.",AppealtoEmotion,Loaded Language,"And to spend billions and billions of dollars as Mr. Bush apparently wants to, although, he, himself has been all over the lot on this issue lately - on Star Wars - in my judgment makes no sense at all. We need a strong, credible, effective nuclear deterrent. We have 13,000 strategic nuclear warheads right now on land, on sea and in the air, enough to blow up the Soviet Union forty times over.","We need a strong, credible, effective nuclear deterrent.","We need a strong, credible, effective nuclear deterrent."
2008,"Tragically, I was right: Nearly 300 Marines lost their lives in the bombing of the barracks.",AppealtoEmotion,Appeal to fear,"And I saw that, and I saw the situation, and I stood up, and I voted against that, because I was afraid that they couldn't make peace in a place where 300 or 400 or several hundred Marines would make a difference. Tragically, I was right: Nearly 300 Marines lost their lives in the bombing of the barracks. And then we had Somalia -- then we had the first Gulf War.","Tragically, I was right: Nearly 300 Marines lost their lives in the bombing of the barracks.","Tragically, I was right: Nearly 300 Marines lost their lives in the bombing of the barracks."
1992,"Nobody's been luckier than I've been, all the way across the spectrum, and the greatest riches of all are my wife and children.",AppealtoEmotion,Loaded Language,"I came from very modest background. Nobody's been luckier than I've been, all the way across the spectrum, and the greatest riches of all are my wife and children. That's true of any family.","Nobody's been luckier than I've been, all the way across the spectrum, and the greatest riches of all are my wife and children.","Nobody's been luckier than I've been, all the way across the spectrum, and the greatest riches of all are my wife and children."
1996,"This country is split between those who call themselves pro - choice, and I'm sure, very sincerely, and those of us who call ourselves pro - life, this is a very emotional issue.",AppealtoEmotion,Flag waving,"Putting that aside, the -- we recognize there's no consensus in America. This country is split between those who call themselves pro - choice, and I'm sure, very sincerely, and those of us who call ourselves pro - life, this is a very emotional issue. I'm sure it is for a woman.","This country is split between those who call themselves pro - choice, and I'm sure, very sincerely, and those of us who call ourselves pro - life, this is a very emotional issue.","This country is split between those who call themselves pro - choice, and I'm sure, very sincerely, and those of us who call ourselves pro - life, this is a very emotional issue."
2004,This president has never once vetoed one bill; the first president in a hundred years not to do that.,AppealtoEmotion,Loaded Language,"I pay for it by changing the relationship with the banks. This president has never once vetoed one bill; the first president in a hundred years not to do that. Well, his rhetoric doesn't match his record.",This president has never once vetoed one bill; the first president in a hundred years not to do that.,This president has never once vetoed one bill; the first president in a hundred years not to do that.
1996,this terrible century of war and recession and inflations,AppealtoEmotion,Loaded Language,We need to reform litigation and regulation. And we certainly need to reform this tax code that is a product of this terrible century of war and recession and inflations. It can be done.,And we certainly need to reform this tax code that is a product of this terrible century of war and recession and inflations.,And we certainly need to reform this tax code that is a product of this terrible century of war and recession and inflations.
1960,in every possible circumstance that we can,AppealtoEmotion,Loaded Language,"Von Fremd, the first thing we have to do is to continue to keep confidence abroad in the American dollar. That means that we must continue to have a balanced budget here at home in every possible circumstance that we can; because the moment that we have loss of confidence in our own fiscal policies at home, it results in gold flowing out. Secondly, we have to increase our exports, as compared with our imports.","That means that we must continue to have a balanced budget here at home in every possible circumstance that we can; because the moment that we have loss of confidence in our own fiscal policies at home, it results in gold flowing out.","That means that we must continue to have a balanced budget here at home in every possible circumstance that we can; because the moment that we have loss of confidence in our own fiscal policies at home, it results in gold flowing out."
2000,I think it's the hard - working people of America's money and I want to share some of that money with you so you have more money to build and save and dream for your families.,AppealtoEmotion,Flag waving,That's not what I think. I think it's the hard - working people of America's money and I want to share some of that money with you so you have more money to build and save and dream for your families. It's a difference of opinion.,I think it's the hard - working people of America's money and I want to share some of that money with you so you have more money to build and save and dream for your families.,I think it's the hard - working people of America's money and I want to share some of that money with you so you have more money to build and save and dream for your families.
2000,"And my case to the American people is, if you're happy with inactivity, stay with the horse.",AppealtoEmotion,Loaded Language,"And they have not got it done. And my case to the American people is, if you're happy with inactivity, stay with the horse. The horse is up here now.","And my case to the American people is, if you're happy with inactivity, stay with the horse.","And my case to the American people is, if you're happy with inactivity, stay with the horse."
1960,I am not satisfied as an American with the progress that we're making,AppealtoEmotion,Flag waving,"Are we as strong as we must be if we're going to maintain our independence, and if we're going to maintain and hold out the hand of friendship to those who look to us for assistance, to those who look to us for survival? I should make it very clear that I do not think we're doing enough, that I am not satisfied as an American with the progress that we're making. This is a great country, but I think it could be a greater country; and this is a powerful country, but I think it could be a more powerful country.","I should make it very clear that I do not think we're doing enough, that I am not satisfied as an American with the progress that we're making.","I should make it very clear that I do not think we're doing enough, that I am not satisfied as an American with the progress that we're making."
